径山藏经编码,如是经编码,CBETA经编码,标点类型,标点来源
JS_1391,RS_0957,T0940,新式標點,李明芳大德提供新式標點
JS_1392,RS_1117a,T1085,新式標點,李明芳大德提供新式標點
JS_1393,RS_0873,T0856,新式標點,黃健倫大德提供新式標點
JS_1394,RS_1318,T1277,新式標點,李明芳大德提供新式標點
JS_1395,RS_1214,T1176,新式標點,李明芳大德提供新式標點
JS_1396,RS_1266,T1225,新式標點,李明芳大德提供新式標點
JS_1397,RS_1010a,T0983A,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1398,RS_1158,T1125,新式標點,李明芳大德提供新式標點
JS_1399,RS_0965,T0948,新式標點,李明芳大德提供新式標點
JS_1400,RS_1118,T1086,新式標點,李明芳大德提供新式標點
JS_1401,RS_1307,T1266,新式標點,李明芳大德提供新式標點
JS_1402,RS_0874,T0857,新式標點,黃健倫大德提供新式標點
JS_1403,RS_1213,T1174,新式標點,李明芳大德提供新式標點
JS_1404,RS_1018,T0996,新式標點,李明芳大德提供新式標點
JS_1405,RS_1025,T1003,新式標點,李明芳大德提供新式標點
JS_1406,RS_1228,T1187,新式標點,李明芳大德提供新式標點
JS_1407,RS_1165,T1132,新式標點,李明芳大德提供新式標點
JS_1408,RS_1156,T1123,新式標點,李明芳大德提供新式標點
JS_1409,RS_1158,T1125,新式標點,李明芳大德提供新式標點
JS_1410,RS_0947,T0930,新式標點,陳伯勳大德提供新式標點
JS_1411,RS_1251,T1211,新式標點,李明芳大德提供新式標點
JS_1412,RS_1135,T1102,新式標點,李明芳大德提供新式標點
JS_1413,RS_1053,T1031,新式標點,李明芳大德提供新式標點
JS_1414,RS_0529,T0615,新式標點,邱昱翔提供新式標點
JS_1415,RS_0813,T0771,新式標點,三寶弟子提供新式標點
JS_1416,RS_1181,T1146,新式標點,李明芳大德提供新式標點
JS_1417,RS_1017,T0995,新式標點,李明芳大德提供新式標點
JS_1418,RS_0938,T0921,新式標點,陳伯勳大德提供新式標點
JS_1419,RS_0988,T0972,新式標點,gaoyuefeng提供新式標點
JS_1420,RS_1254a,T1214,新式標點,李明芳大德提供新式標點
JS_1421,RS_1254b,T1215,新式標點,李明芳大德提供新式標點
JS_1422,RS_1254c,T1216,新式標點,李明芳大德提供新式標點
JS_1423,RS_0912a,T0894a,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1424,RS_1242,T1202,新式標點,李明芳大德提供新式標點
JS_1425,RS_0894,T0876,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1426,RS_1210b,T1171,新式標點,李明芳大德提供新式標點
JS_1427,RS_1054,T1032,新式標點,李明芳大德提供新式標點
JS_1428,RS_0948,T0932,新式標點,黃金愛大德提供新式標點
JS_1429,RS_0949,T0931,新式標點,黃金愛大德提供新式標點
JS_1430,RS_1239,T1199,新式標點,李明芳大德提供新式標點
JS_1431,RS_0888,T0870,新式標點,陳伯勳大德提供新式標點
JS_1432,RS_0971a,T0954A,新式標點,高萌大德提供新式標點
JS_1433,RS_1016,T0994,新式標點,李明芳大德提供新式標點
JS_1434,RS_0891,T0873,新式標點,陳伯勳大德提供新式標點
JS_1435,RS_1122,T1090,新式標點,李明芳大德提供新式標點
JS_1436,RS_1233,T1193,新式標點,李明芳大德提供新式標點
JS_1437,RS_0207,T0213,新式標點,法雨道場提供新式標點
JS_1438,RS_1743,T1673,新式標點,李明芳大德提供新式標點
JS_1439,RS_1744,T1674,新式標點,李明芳大德提供新式標點
JS_1440,RS_1157,T1124,新式標點,李明芳大德提供新式標點
JS_1441,RS_0926a,T0908,新式標點,陳伯勳大德提供新式標點
JS_1442,RS_1092,T1066,新式標點,李明芳大德提供新式標點
JS_1443,RS_1234,T1194,新式標點,李明芳大德提供新式標點
JS_1444,RS_1211,T1172,新式標點,李明芳大德提供新式標點
JS_1445,RS_1210a,T1171,新式標點,李明芳大德提供新式標點
JS_1446,RS_0887,T0869,新式標點,陳伯勳大德提供新式標點
JS_1447,RS_1302,T1261,新式標點,李明芳大德提供新式標點
JS_1448,RS_1041,T1019,新式標點,李明芳大德提供新式標點
JS_1449,RS_1026,T1004,新式標點,李明芳大德提供新式標點
JS_1450,RS_0921a,T0903,新式標點,高萌大德提供新式標點
JS_1451,RS_0897,T0879,新式標點,陳伯勳大德提供新式標點
JS_1452,RS_0932,T0915,新式標點,高萌大德提供新式標點
JS_1453,RS_1235,T1195,新式標點,李明芳大德提供新式標點
JS_1454,RS_1750,T1680,新式標點,李明芳大德提供新式標點
JS_1455,RS_0454,T0413,新式標點,黃金愛大德提供新式標點
JS_1456,RS_3628,T2042,原書標點,北美某大德提供
JS_1457,RS_1751,T1681,新式標點,李明芳大德提供新式標點
JS_1458,RS_3632,T2046,原書標點,北美某大德提供
JS_1459,RS_3633b,T2047b,原書標點,北美某大德提供
JS_1460,RS_3634,T2048,原書標點,北美某大德提供
JS_1461,RS_3635,T2049,原書標點,北美某大德提供
JS_1462,RS_1742,T1672,新式標點,李明芳大德提供新式標點
JS_1463,RS_3598,T2026,原書標點,北美某大德提供
JS_1464,RS_3602,T2030,原書標點,北美某大德提供
JS_1465,RS_1361,T1319,新式標點,李明芳大德提供新式標點
JS_1466,RS_3623,T2040,原書標點,北美某大德提供
JS_1467,RS_3624,T2041,原書標點,北美某大德提供
JS_1468,RS_3778,T2088,原書標點,北美某大德提供
JS_1469,RS_3801,T2104,原書標點,北美某大德提供
JS_1470,RS_3802,T2105,原書標點,北美某大德提供
JS_1471,RS_3887,T2121,原書標點,北美某大德提供
JS_1472,RS_3890,T2123,原書標點,北美某大德提供
JS_1473,RS_1384,T1336,新式標點,李明芳大德提供新式標點
JS_1474,RS_3958,T2145,原書標點,北美某大德提供
JS_1475,RS_2853,T1955,原書標點,北美某大德提供
JS_1476,RS_2854,T1956,原書標點,北美某大德提供
JS_1477,RS_3799,T2102,原書標點,北美某大德提供
JS_1478,RS_3818,T2108,原書標點,北美某大德提供
JS_1479,RS_3800,T2103,原書標點,北美某大德提供
JS_1480,RS_3888,T2122,原書標點,北美某大德提供
JS_1481,RS_3962,T2149,原書標點,北美某大德提供
JS_1482,RS_3962z,T2150,原書標點,北美某大德提供
JS_1483,RS_3803,T2106,原書標點,北美某大德提供
JS_1484,RS_3966,T2154,原書標點,北美某大德提供
JS_1485,RS_3967,T2155,原書標點,北美某大德提供
JS_1486,RS_3963,T2151,原書標點,北美某大德提供
JS_1487,RS_3964,T2152,原書標點,北美某大德提供
JS_1488,RS_3008,T2016,原書標點,佛教電腦資訊庫功德會提供
JS_1489,RS_3653,T2059,新式標點,法鼓人文學院提供新式標點
JS_1490,RS_3661,T2066,原書標點,北美某大德提供
JS_1491,RS_3892,T2125,新式標點,李明芳大德提供新式標點
JS_1492,RS_3654,T2060,原書標點,北美某大德提供
JS_1493,RS_3639,T2053,新式標點,萬金川大德提供新式標點
JS_1494,RS_3655,T2061,新式標點,法鼓人文學院提供新式標點
JS_1495,RS_3775,T2085,原書標點,北美某大德提供
JS_1496,RS_3671,T2063,新式標點,高萌大德提供新式標點
JS_1497,RS_3821,T2111,原書標點,北美某大德提供
JS_1498,RS_3822,T2112,原書標點,北美某大德提供
JS_1499,RS_3819,T2109,原書標點,北美某大德提供
JS_1500,RS_3820,T2110,原書標點,北美某大德提供
JS_1501,RS_3824,T2114,原書標點,北美某大德提供
JS_1502,RS_3777,T2087,新式標點,萬金川大德提供新式標點
JS_1503,RS_3607,T2034,原書標點,北美某大德提供
JS_1504,RS_3842,T1982,原書標點,北美某大德提供
JS_1505,RS_2693,T1903,原書標點,北美某大德提供
JS_1506,RS_2692,T1902,原書標點,北美某大德提供
JS_1507,RS_2691,T1901,原書標點,北美某大德提供
JS_1508,RS_2703,T1909,原書標點,北美某大德提供
JS_1509,RS_2838,T1941,原書標點,北美某大德提供
JS_1510,RS_2839,T1942,原書標點,北美某大德提供
JS_1511,RS_2843,T1945,原書標點,北美某大德提供
JS_1512,RS_3844,T1984,原書標點,北美某大德提供
JS_1513,RS_2906,T1968,原書標點,北美某大德提供
JS_1514,RS_2847,T1949,原書標點,北美某大德提供
JS_1515,RS_2844,T1946,原書標點,北美某大德提供
JS_1516,RS_2848,T1950,原書標點,北美某大德提供
JS_1517,RS_2842,T1944,原書標點,北美某大德提供
JS_1518,RS_2850,T1951,原書標點,北美某大德提供
JS_1519,RS_2845,T1947,原書標點,北美某大德提供
JS_1520,RS_2846,T1948,原書標點,北美某大德提供
JS_1521,RS_2849,T1952,原書標點,北美某大德提供
JS_1522,RS_2704,T1910,原書標點,北美某大德提供
JS_1523,RS_3702,T2076,原書標點,北美某大德提供
JS_1524,RS_2993,T2008,新式標點,西蓮淨苑提供新式標點
JS_1525,RS_3553,P1519,原書標點,CBETA人工輸入（版本二）
JS_1526,RS_3505,T1996,原書標點,北美某大德提供
JS_1527,RS_3708c,T2080,原書標點,北美某大德提供
JS_1528,RS_3708,T2078,原書標點,北美某大德提供
JS_1529,RS_3826,T2115,原書標點,北美某大德提供
JS_1530,RS_3120,T1997,原書標點,北美某大德提供
JS_1531,RS_3127,T1998A,原書標點,北美某大德提供
JS_1532,RS_3130,JA042,新式標點,佛光網站提供新式標點
JS_1533,RS_3129,T1998B,原書標點,北美某大德提供
JS_1534,RS_3122,X1576,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1535,RS_3203,B0145,基本句讀,dasuiqiu大德提供基本句讀
JS_1536,RS_1914,T1716,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1537,RS_1916,T1717,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1538,RS_1926,T1718,新式標點,西蓮淨苑提供新式標點
JS_1539,RS_1927,T1719,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1540,RS_2764,T1911,新式標點,CBETA提供新式標點
JS_1541,RS_2766,T1912,原書標點,北美某大德提供
JS_1542,RS_2779,T1915,新式標點,中華佛教百科文獻基金會提供新式標點
JS_1543,RS_2770,T1913,原書標點,北美某大德提供
JS_1544,RS_2792,T1924,原書標點,北美某大德提供
JS_1545,RS_2791,T1923,原書標點,北美某大德提供
JS_1546,RS_2100,T1765,新式標點,CBETA提供新式標點
JS_1547,RS_2103,T1767,新式標點,CBETA提供新式標點
JS_1548,RS_2102,T1766,新式標點,CBETA提供新式標點
JS_1549,RS_2796,T1926,原書標點,北美某大德提供
JS_1550,RS_2152,T1783,新式標點,CBETA提供新式標點
JS_1551,RS_2153,T1784,新式標點,CBETA提供新式標點
JS_1552,RS_1778,T1698,新式標點,丁小平大德提供新式標點
JS_1553,RS_2808,T1931,原書標點,北美某大德提供
JS_1554,RS_2157,T1785,新式標點,CBETA提供新式標點
JS_1555,RS_2158,T1786,新式標點,CBETA提供新式標點
JS_1556,RS_2385,T1811,新式標點,北京龍泉寺提供新式標點
JS_1557,RS_1975,T1726,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1558,RS_1976,T1727,新式標點,CBETA提供新式標點
JS_1559,RS_1978,T1728,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1560,RS_1979,T1729,新式標點,CBETA提供新式標點
JS_1561,RS_2052,T1750,新式標點,李明芳大德提供新式標點
JS_1562,RS_2053,T1751,新式標點,李明芳大德提供新式標點
JS_1563,RS_2785,T1919,原書標點,北美某大德提供
JS_1564,RS_1982,T1800,新式標點,CBETA提供新式標點
JS_1565,RS_1983,T1801,新式標點,CBETA提供新式標點
JS_1566,RS_2790,T1922,原書標點,北美某大德提供
JS_1567,RS_2784,T1918,原書標點,北美某大德提供
JS_1568,RS_1838,T1705,新式標點,CBETA提供新式標點
JS_1569,RS_1840,T1706,新式標點,CBETA提供新式標點
JS_1570,RS_2807,T1930,原書標點,北美某大德提供
JS_1571,RS_2806a,T1929,原書標點,北美某大德提供
JS_1572,RS_2827,T1934,原書標點,北美某大德提供
JS_1573,RS_2782,T1916,新式標點,天台宗電子圖書館提供新式標點
JS_1574,RS_2795,T1925,原書標點,北美某大德提供
JS_1575,RS_2837,T1940,原書標點,北美某大德提供
JS_1576,RS_2896,T1961,新式標點,西蓮淨苑提供新式標點
JS_1577,RS_2789,T1921,原書標點,北美某大德提供
JS_1578,RS_2826,T1933,原書標點,北美某大德提供
JS_1579,RS_3636,T2050,原書標點,北美某大德提供
JS_1580,RS_2774b,T1914,原書標點,北美某大德提供
JS_1581,RS_2823,G1977,原書標點,CBETA人工輸入（版本二）
JS_1582,RS_2841,P1573,原書標點,CBETA人工輸入（版本二）
JS_1583,RS_2797,T1927,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1584,RS_2799,T1928,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1585,RS_2816,T1932,原書標點,北美某大德提供
JS_1586,RS_2829,T1935,原書標點,北美某大德提供
JS_1587,RS_3004,T2013,原書標點,北美某大德提供
JS_1588,RS_2832,T1938,原書標點,北美某大德提供
JS_1589,RS_2912,T1971,原書標點,北美某大德提供
JS_1590,RS_2248,P1581,原書標點,CBETA人工輸入（版本二）
JS_1591,RS_1998,T1735,新式標點,CBETA提供新式標點
JS_1592,RS_1999a,T1736,新式標點,CBETA提供新式標點
JS_1593,RS_2611,T1866,原書標點,北美某大德提供
JS_1594,RS_2627,T1874,原書標點,北美某大德提供
JS_1595,RS_2635,T1876,新式標點,藍世任大德提供新式標點
JS_1596,RS_2646,T1886,新式標點,西蓮淨苑提供新式標點
JS_1597,RS_2624,T1871,原書標點,北美某大德提供
JS_1598,RS_2641,T1884,原書標點,北美某大德提供
JS_1599,RS_2425,T1820,新式標點,CBETA提供新式標點
JS_1600,RS_2640,T1883,原書標點,北美某大德提供
JS_1601,RS_1853,T1712,新式標點,丁小平大德提供新式標點
JS_1602,RS_1854,T1713,新式標點,CBETA提供新式標點
JS_1603,RS_2185b,T1792,新式標點,CBETA提供新式標點
JS_1604,RS_2633,T1880,原書標點,北美某大德提供
JS_1605,RS_2075,T1759,新式標點,Jasmine大德提供新式標點
JS_1606,RS_3948,C1169,原書標點,CBETA人工輸入（版本二）
JS_1607,RS_3943b,C1163,原書標點,CBETA人工輸入（版本二）
JS_1608,RS_3944a,K1064,原書標點,CBETA人工輸入（版本二）
JS_1609,RS_3828,T2116,原書標點,北美某大德提供
JS_1610,RS_3960,T2147,原書標點,北美某大德提供
JS_1611,RS_3959,T2146,原書標點,北美某大德提供
JS_1612,RS_3965,T2153,原書標點,北美某大德提供
JS_1613,RS_3978,L1608,原書標點,CBETA人工輸入（版本二）
JS_1614,RS_3976,,,
JS_1615,RS_2171,T1789,新式標點,Z先生提供新式標點
JS_1616,RS_1869,T1714,新式標點,CBETA提供新式標點
JS_1617,RS_1794,T1703,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1618,RS_3917,P1610,原書標點,CBETA人工輸入（版本二）
JS_1619,RS_3905,P1611,原書標點,CBETA人工輸入（版本二）
JS_1620,RS_3906,P1612,原書標點,CBETA人工輸入（版本二）
JS_1621,RS_3668,T2064,原書標點,北美某大德提供
JS_1622,RS_3895,P1615,原書標點,CBETA人工輸入（版本二）
JS_1623,RS_2023,X0236,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1624,RS_1950,X0602,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1625,RS_2250,P1618,原書標點,CBETA人工輸入（版本二）
JS_1626,RS_2523,L1600,原書標點,CBETA人工輸入（版本二）
JS_1627,RS_2524,T1848,原書標點,北美某大德提供
JS_1628,RS_2577a,T1860,原書標點,北美某大德提供
JS_1629,RS_2577b,X0872,新式標點,李明芳大德提供新式標點
JS_1630,RS_2204a,X0246,新式標點,陳伯勳大德提供新式標點
JS_1631,RS_2205,T1795,新式標點,Z先生提供新式標點
JS_1632,RS_2207,X0248,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1633,RS_1782,T1701,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1634,RS_1783,T1702,新式標點,西蓮淨苑提供新式標點
JS_1635,RS_2131,T1775,新式標點,李明芳大德提供新式標點
JS_1636,RS_2648z,T1886,新式標點,西蓮淨苑提供新式標點
JS_1637,RS_2648,X1032,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1638,RS_3830,T2118,原書標點,北美某大德提供
JS_1639,RS_2811,P1629,原書標點,CBETA人工輸入（版本二）
JS_1640,RS_3896,P1630,原書標點,CBETA人工輸入（版本二）
JS_1641,RS_3614,T2036,原書標點,北美某大德提供
JS_1642,RS_3026,T2022,原書標點,傳穎法師提供
JS_1643,RS_2000b,X0232,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1644,RS_3951,T2131,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1645,RS_3721,X1593,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1646,RS_3525,T2025,原書標點,佛教電腦資訊庫功德會提供
JS_1647,RS_3829,T2117,原書標點,北美某大德提供
JS_1648,RS_3021,T2023,原書標點,佛教電腦資訊庫功德會提供
JS_1649,RS_3825,T2115,原書標點,北美某大德提供
JS_1650,RS_2592,T1865,原書標點,北美某大德提供
JS_1651,RS_2481,T1836,新式標點,KittyKwong提供新式標點
JS_1652,RS_3007,T2015,原書標點,北美某大德提供
JS_1653,RS_3579,T2020,新式標點,Linden提供新式標點
JS_1654,RS_3578,T2019A,原書標點,佛教電腦資訊庫功德會提供
JS_1655,RS_2572,T1857,原書標點,北美某大德提供
JS_1656,RS_2915,T1973,原書標點,北美某大德提供
JS_1657,RS_3011,T2018,新式標點,徐明启大德提供新式標點
JS_1658,RS_3025,T2021,原書標點,北美某大德提供
JS_1659,RS_3088,T2012A,原書標點,北美某大德提供
JS_1660,RS_3010,T2017,新式標點,CBETA提供新式標點
JS_1661,RS_2644,T1885,原書標點,北美某大德提供
JS_1662,RS_4810,X0010,新式標點,李明芳大德提供新式標點
JS_1663,RS_3239,L1640,原書標點,CBETA人工輸入（版本二）
JS_1664,RS_3719,T2077,原書標點,北美某大德提供
JS_1665,RS_3073b,X1315,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1666,RS_3534b,X1295,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1667,RS_3610,T2035,原書標點,北美某大德提供
JS_1668,RS_2001,L1557,原書標點,CBETA人工輸入（版本二）
JS_1669,RS_2010,X0223,新式標點,CBETA提供新式標點
JS_1670,RS_2024,X0240,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1671,RS_3850,X1470,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1672,RS_2031,X0229,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1673,RS_2012,T1741,新式標點,CBETA提供新式標點
JS_1674,RS_2654,T1888,原書標點,北美某大德提供
JS_1675,RS_2021,X0239,新式標點,CBETA提供新式標點
JS_1676,RS_2645,X1014,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1677,RS_1965,X0616,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1678,RS_1964,X0615,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1679,RS_2814b,X0974,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1680,RS_2814a,T1939,原書標點,北美某大德提供
JS_1681,RS_1960,X0611,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1682,RS_1951,X0603,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1683,RS_1958,X0609,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1684,RS_1941,X0613,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1685,RS_1925,X0589,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1686,RS_1966,X0617,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1687,RS_2255,X0275,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1688,RS_2251,X0281,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1689,RS_2267,X0285,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1690,RS_2267z,X0284,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1691,RS_2244,X0270,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1692,RS_2242,T1799,新式標點,Z先生提供新式標點
JS_1693,RS_2254,X0282,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1694,RS_2247,X0272,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1695,RS_2283,X0287,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1696,RS_0767,X0008,新式標點,CBETA提供新式標點
JS_1697,RS_2179,X0329,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1698,RS_2179z,X0328,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1699,RS_2201,X0243,新式標點,身外有乾坤提供新式標點
JS_1700,RS_2217,X0258,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1701,RS_2216,X0260,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1702,RS_2221,X0262,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1703,RS_1804,X0478,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1704,RS_1812,X0486,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1705,RS_1895,X0562,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1706,RS_1805,X0479,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1707,RS_1887,X0555,新式標點,Lynn大德提供新式標點
JS_1708,RS_1806,X0480,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1709,RS_1810,X0485,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1710,RS_3810,X1631,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1711,RS_3813,X1633,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1712,RS_1818,X0494,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1713,RS_1871,X0538,新式標點,Lynn大德提供新式標點
JS_1714,RS_1870,X0537,新式標點,Lynn大德提供新式標點
JS_1715,RS_3799z,T2102,原書標點,北美某大德提供
JS_1716,RS_1879,X0546,新式標點,Lynn大德提供新式標點
JS_1717,RS_1883,X0550,新式標點,Lynn大德提供新式標點
JS_1718,RS_2323,JB044,新式標點,黃金愛大德提供新式標點
JS_1719,RS_2110,X0665,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1720,RS_2197,X0669,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1721,RS_1368,X1084,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1722,RS_3949,JB048,新式標點,李明芳大德提供新式標點
JS_1723,RS_3697,X1534,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1724,RS_3679,X1541,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1725,RS_3815,X1635,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1726,RS_3680,X1542,原書標點,LINDEN大德提供
JS_1727,RS_2938,X1172,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1728,RS_2534,X0765,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1729,RS_3858,X1478,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1730,RS_3870,X1489,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1731,RS_3860,X1480,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1732,RS_3863,X1482,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1733,RS_3869,X1488,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1734,RS_1381j,T1331,新式標點,Jasmine提供新式標點
JS_1735,RS_0854,T0839,新式標點,西蓮淨苑提供新式標點
JS_1736,RS_3859,T1945,原書標點,北美某大德提供
JS_1737,RS_3866,X1485,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1738,RS_3867,X1486,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1739,RS_3467,JB198,新式標點,黃金愛大德提供新式標點
JS_1740,RS_2415,X0702,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1741,RS_2415z,T1488,新式標點,波羅大德提供新式標點
JS_1742,RS_2728,X1121,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1743,RS_2332,X0745,原書標點,CBETA掃瞄辨識
JS_1744,RS_2794,X0905,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1745,RS_2300z,X0370,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1746,RS_2300,X0371,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1747,RS_1109,X1077,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1748,RS_2321,X0670,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1749,RS_1765,X0749,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1750,RS_2506,X0856,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1751,RS_2491,X0802,原書標點,LINDEN大德提供
JS_1752a,RS_2597,X0894,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1752b,RS_2488,X0803,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1753,RS_2594,X0891,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1754,RS_2602,T1630,新式標點,李明芳大德提供新式標點
JS_1755,RS_2604a,X0900,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1756,RS_2605a,X0859,原書標點,CBETA掃瞄辨識
JS_1757,RS_2933,X1162,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1758,RS_2085,T1762,新式標點,Jasmine大德提供新式標點
JS_1759,RS_2079,X0421,新式標點,李明芳大德提供新式標點
JS_1760,RS_2916,T1974,原書標點,北美某大德提供
JS_1761,RS_2934,X1163,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1762,RS_2896,T1961,新式標點,西蓮淨苑提供新式標點
JS_1763,RS_2905,T1967,新式標點,西蓮淨苑提供新式標點
JS_1764,RS_2917,T1975,新式標點,西蓮淨苑提供新式標點
JS_1765,RS_2929,X1154,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1766,RS_2914,T1972,原書標點,北美某大德提供
JS_1767,RS_2921,X1197,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1768,RS_3848,X1465,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1769,RS_2909,T1970,原書標點,北美某大德提供
JS_1770,RS_2573,T1858,新式標點,李明芳大德提供新式標點
JS_1771,RS_2537,T1850,原書標點,北美某大德提供
JS_1772,RS_3834,JB090,新式標點,陳伯勳大德提供新式標點
JS_1773,RS_3832,JB091,新式標點,黃金愛大德提供新式標點
JS_1774,RS_3012,X1231,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1775,RS_2190,X0377,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1776,RS_2873,X0954,AI標點,古籍酷AI自動標點引擎提供新式標點初稿
JS_1777,RS_3927,JB095,新式標點,黃金愛大德提供新式標點
JS_1778,RS_3919,JB096,新式標點,黃金愛大德提供新式標點
JS_1779,RS_3932,JB097,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1780,RS_3510,JB098,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1781,RS_3907,L1651,原書標點,CBETA人工輸入（版本二）
JS_1782,RS_3017,X1235,原書標點,林伯謙大德提供
JS_1783,RS_3710,X1560,原書標點,維習安大德提供之ZENCD經文
JS_1784,RS_3658,T2062,原書標點,北美某大德提供
