径山藏经编码,如是经编码,CBETA经编码,标点类型,标点来源
JS_993,RS_0682,T0543,新式標點,Jasmine提供新式標點
JS_994,RS_0644,T0473,新式標點,釋常諦法師提供新式標點
JS_995,RS_0089,T0776,新式標點,Jasmine提供新式標點
JS_996,RS_0617,T0490,新式標點,CBETA提供新式標點
JS_997,RS_1420,T1373,新式標點,李明芳大德提供新式標點
JS_998,RS_0275,T0230,新式標點,CBETA提供新式標點
JS_999,RS_1143,T1110,新式標點,李明芳大德提供新式標點
JS_1000,RS_1462,T1416,新式標點,李明芳大德提供新式標點
JS_1001,RS_1130,T1002,新式標點,李明芳大德提供新式標點
JS_1002,RS_0453,T0412,新式標點,中華佛教百科文獻基金會提供新式標點
JS_1003,RS_0291,T0261,新式標點,CBETA提供新式標點
JS_1004,RS_0348,T0316,新式標點,CBETA提供新式標點
JS_1005,RS_0671,T0524,新式標點,三寶弟子提供新式標點
JS_1006,RS_0150,T0706,新式標點,三寶弟子提供新式標點
JS_1007,RS_1434,T1388,新式標點,李明芳大德提供新式標點
JS_1008,RS_0980,T0964,新式標點,李明芳大德提供新式標點
JS_1009,RS_0979,T0963,新式標點,李明芳大德提供新式標點
JS_1010,RS_0225,T0165,新式標點,范振業大德提供新式標點
JS_1011,RS_0753,T0652,新式標點,釋心陞法師提供新式標點
JS_1012,RS_0387,T0359,新式標點,邱昱翔提供新式標點
JS_1013,RS_0732,T0634,新式標點,釋振溥法師提供新式標點
JS_1014,RS_0575,T0763,新式標點,黃金愛大德提供新式標點
JS_1015,RS_0999,T0977,新式標點,李明芳大德提供新式標點
JS_1016,RS_0900,T0882,新式標點,Jasmine大德提供新式標點
JS_1017,RS_0907,T0889,新式標點,黃金愛大德提供新式標點
JS_1018,RS_1284,T1243,新式標點,李明芳大德提供新式標點
JS_1019,RS_0883,T0865,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1020,RS_1061,T1039,新式標點,李明芳大德提供新式標點
JS_1021,RS_0908,T0890,新式標點,JaeroChen大德提供新式標點
JS_1022,RS_0970,T0953,新式標點,高萌大德提供新式標點
JS_1023,RS_0967,T0950,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1024,RS_1030,T1008,新式標點,李明芳大德提供新式標點
JS_1025,RS_0902,T0884,新式標點,黃金愛大德提供新式標點
JS_1026,RS_0903,T0885,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1027,RS_1029a,T1005A,新式標點,gaoyuefeng提供新式標點
JS_1028,RS_0901,T0883,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1029,RS_1162,T1129,新式標點,李明芳大德提供新式標點
JS_1030,RS_0905,T0887,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1031,RS_1231,T1190,新式標點,李明芳大德提供新式標點
JS_1032,RS_0267,T0241,新式標點,CBETA提供新式標點
JS_1033,RS_0269,T0243,新式標點,CBETA提供新式標點
JS_1034,RS_1190,T1152,新式標點,李明芳大德提供新式標點
JS_1035,RS_0822,T0789,新式標點,齊丐提供新式標點
JS_1036,RS_1329,T1288,新式標點,李明芳大德提供新式標點
JS_1037,RS_0270,T0244,新式標點,佛教電腦資訊庫功德會提供新式標點
JS_1038,RS_0885,T0867,新式標點,陳伯勳大德提供新式標點
JS_1039,RS_1255,T1217,新式標點,李明芳大德提供新式標點
JS_1040,RS_1232,T1192,新式標點,李明芳大德提供新式標點
JS_1041,RS_1191,T1153,新式標點,李明芳大德提供新式標點
JS_1042,RS_0344,T0312,新式標點,CBETA提供新式標點
JS_1043,RS_1215a,T1177A,新式標點,李明芳大德提供新式標點
JS_1044,RS_1325,T1284,新式標點,李明芳大德提供新式標點
JS_1045,RS_1324,T1283,新式標點,李明芳大德提供新式標點
JS_1046,RS_1055,T1033,新式標點,李明芳大德提供新式標點
JS_1047,RS_1268,T1227,新式標點,李明芳大德提供新式標點
JS_1048,RS_0956,T0939,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1049,RS_1134,T1101,新式標點,李明芳大德提供新式標點
JS_1050,RS_1073,T1051,新式標點,李明芳大德提供新式標點
JS_1051,RS_0898,T0880,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1052,RS_1464,T1418,新式標點,李明芳大德提供新式標點
JS_1053,RS_1317,T1276,新式標點,李明芳大德提供新式標點
JS_1054,RS_1095,T1069,新式標點,李明芳大德提供新式標點
JS_1055,RS_1219,T1191,新式標點,Jasmine提供新式標點
JS_1056,RS_1208,T1169,新式標點,李明芳大德提供新式標點
JS_1057,RS_1209,T1170,新式標點,李明芳大德提供新式標點
JS_1058,RS_1313,T1272,新式標點,李明芳大德提供新式標點
JS_1059,RS_0910,T0892,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1060,RS_0909,T0891,新式標點,陳伯勳大德提供新式標點
JS_1061,RS_1283,T1242,新式標點,李明芳大德提供新式標點
JS_1062,RS_1240a,T1200,新式標點,李明芳大德提供新式標點
JS_1063,RS_1263b,T1222b,新式標點,李明芳大德提供新式標點
JS_1064,RS_1752,T1682,新式標點,李明芳大德提供新式標點
JS_1065,RS_1748a,T1678,新式標點,李明芳大德提供新式標點
JS_1066,RS_1748z,G2075,原書標點,CBETA人工輸入（版本二）
JS_1067,RS_1749,T1679,新式標點,李明芳大德提供新式標點
JS_1068,RS_1141bz,T1108A,新式標點,李明芳大德提供新式標點
JS_1069,RS_1141b,T1108B,新式標點,李明芳大德提供新式標點
JS_1070,RS_0976,T0960,新式標點,李明芳大德提供新式標點
JS_1071,RS_1745,T1675,新式標點,李明芳大德提供新式標點
JS_1072,RS_1754,T1684,新式標點,李明芳大德提供新式標點
JS_1073,RS_1747,T1677,新式標點,李明芳大德提供新式標點
JS_1074,RS_1237az,G2073,原書標點,CBETA人工輸入（版本二）
JS_1075,RS_1237,T1197,新式標點,李明芳大德提供新式標點
JS_1076,RS_1236,T1196,新式標點,李明芳大德提供新式標點
JS_1077,RS_1164,T1131,新式標點,李明芳大德提供新式標點
JS_1078,RS_1075az,T1055,新式標點,李明芳大德提供新式標點
JS_1079,RS_1075bz,X1644,原書標點,CBETA掃瞄辨識
JS_1080,RS_1075a,T1053,新式標點,清涼月提供新式標點
JS_1081,RS_1074,T1052,新式標點,李明芳大德提供新式標點
JS_1082,RS_1077,T1055,新式標點,李明芳大德提供新式標點
JS_1083,RS_1140,T1107,新式標點,李明芳大德提供新式標點
JS_1084,RS_1757,T1687,新式標點,李明芳大德提供新式標點
JS_1085,RS_1753,T1683,新式標點,李明芳大德提供新式標點
JS_1086,RS_1548,T1487,新式標點,三寶弟子提供新式標點
JS_1087,RS_1569,T1503,新式標點,李明芳大德提供新式標點
JS_1088,RS_1553,T0460,新式標點,Jasmine提供新式標點
JS_1089,RS_1652,T1582,新式標點,李明芳大德提供新式標點
JS_1090,RS_1651,T1581,新式標點,李明芳大德提供新式標點
JS_1091,RS_1545,T1484,新式標點,李明芳大德提供新式標點
JS_1092,RS_1549,T1488,新式標點,波羅大德提供新式標點
JS_1093,RS_1554,T1490,新式標點,李明芳大德提供新式標點
JS_1094,RS_1560,T1493,新式標點,李明芳大德提供新式標點
JS_1095,RS_1556,T0459,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1096,RS_1546,T1485,新式標點,李明芳大德提供新式標點
JS_1097,RS_1547,T1486,新式標點,三寶弟子提供新式標點
JS_1098,RS_1561,T1494,新式標點,李明芳大德提供新式標點
JS_1099,RS_1550,T0653,新式標點,黃金愛大德提供新式標點
JS_1100a,RS_1567,T1500,新式標點,南林尼僧苑提供新式標點
JS_1100b,RS_1566,T1499,新式標點,李明芳大德提供新式標點
JS_1101,RS_1568,T1501,新式標點,南林尼僧苑提供新式標點
JS_1102,RS_1551,T0631,新式標點,釋振溥法師提供新式標點
JS_1103,RS_0719,T0600,新式標點,三寶弟子提供新式標點
JS_1104,RS_1552,T1489,新式標點,李明芳大德提供新式標點
JS_1105,RS_1571,T1504,新式標點,李明芳大德提供新式標點
JS_1106,RS_1558,T1491,新式標點,三寶弟子提供新式標點
JS_1107,RS_1557,T0483,新式標點,如佛提供新式標點
JS_1108,RS_1570,T1502,新式標點,三寶弟子提供新式標點
JS_1109,RS_1559,T1492,新式標點,李明芳大德提供新式標點
JS_1110,RS_1543,T1482,新式標點,李明芳大德提供新式標點
JS_1111,RS_1521,T1460,新式標點,李明芳大德提供新式標點
JS_1112,RS_1527,T1466,新式標點,李明芳大德提供新式標點
JS_1113,RS_1515,T1454,新式標點,釋本禪法師提供新式標點
JS_1114,RS_1530,T1469,新式標點,李明芳大德提供新式標點
JS_1115,RS_1529a,T1467a,新式標點,李明芳大德提供新式標點
JS_1116,RS_1538,T1477,新式標點,三寶弟子提供新式標點
JS_1117,RS_1537,T1476,新式標點,三寶弟子提供新式標點
JS_1118,RS_1496a,T1435,新式標點,釋本禪法師提供新式標點
JS_1119,RS_2377,T1810,新式標點,南林尼僧苑提供新式標點
JS_1120,RS_1489,T1428,新式標點,釋本禪法師提供新式標點
JS_1121,RS_1503,T1442,新式標點,釋本禪法師提供新式標點
JS_1122,RS_1486,T1425,新式標點,釋本禪法師提供新式標點
JS_1123,RS_2368b,T1808,新式標點,北京龍泉寺提供新式標點
JS_1124,RS_1512,T1451,新式標點,釋本禪法師提供新式標點
JS_1125,RS_1482,T1421,新式標點,南林尼僧苑提供新式標點
JS_1126,RS_1511,T1450,新式標點,釋本禪法師提供新式標點
JS_1127,RS_1504,T1443,新式標點,釋本禪法師提供新式標點
JS_1128,RS_1523,T1462,新式標點,釋明法法師提供新式標點
JS_1129,RS_1531,T1470,新式標點,李明芳大德提供新式標點
JS_1130,RS_1519,T1458,新式標點,釋本禪法師提供新式標點
JS_1131,RS_2376,T1809,新式標點,南林尼僧苑提供新式標點
JS_1132,RS_1495,T1434,新式標點,南林尼僧苑提供新式標點
JS_1133,RS_1525,T1464,新式標點,李明芳大德提供新式標點
JS_1134,RS_1514,T1453,新式標點,釋本禪法師提供新式標點
JS_1135,RS_1502,T1441,新式標點,李明芳大德提供新式標點
JS_1136,RS_1513,T1452,新式標點,釋本禪法師提供新式標點
JS_1137,RS_1501,T1440,新式標點,李明芳大德提供新式標點
JS_1138a,RS_2694,T1904,原書標點,北美某大德提供
JS_1138b,RS_2695,T1905,原書標點,北美某大德提供
JS_1139,RS_1524,T1463,新式標點,李明芳大德提供新式標點
JS_1140,RS_1522,T1461,新式標點,李明芳大德提供新式標點
JS_1141,RS_1517,T1456,新式標點,釋本禪法師提供新式標點
JS_1142,RS_1518,T1457,新式標點,釋本禪法師提供新式標點
JS_1143,RS_0328,T0297,新式標點,果赴提供新式標點
JS_1144,RS_1520,T1459,新式標點,釋本禪法師提供新式標點
JS_1145,RS_1496b,T1435,新式標點,釋本禪法師提供新式標點
JS_1146,RS_1532,T1471,新式標點,李明芳大德提供新式標點
JS_1147,RS_1494,T1433,新式標點,南林尼僧苑提供新式標點
JS_1148,RS_1539,T1478,新式標點,李明芳大德提供新式標點
JS_1149,RS_1544b,T1483b,新式標點,李明芳大德提供新式標點
JS_1150,RS_1516,T1455,新式標點,釋本禪法師提供新式標點
JS_1151,RS_1488b,T1427,新式標點,釋本禪法師提供新式標點
JS_1152,RS_1535,T1474,新式標點,高萌大德提供新式標點
JS_1153,RS_1526,T1465,新式標點,李明芳大德提供新式標點
JS_1154,RS_1485,T1424,新式標點,李明芳大德提供新式標點
JS_1155,RS_2355,T1429,新式標點,南林尼僧苑提供新式標點
JS_1156,RS_1492b,T1431,新式標點,南林尼僧苑提供新式標點
JS_1157,RS_1483b,T1422b,新式標點,李明芳大德提供新式標點
JS_1158,RS_1484,T1423,新式標點,李明芳大德提供新式標點
JS_1159,RS_1487,T1426,新式標點,釋本禪法師提供新式標點
JS_1160,RS_1497b,T1436,新式標點,釋本禪法師提供新式標點
JS_1161,RS_1498b,T1437,新式標點,釋本禪法師提供新式標點
JS_1162,RS_1499,T1438,新式標點,李明芳大德提供新式標點
JS_1163,RS_1493,T1432,新式標點,南林尼僧苑提供新式標點
JS_1164,RS_1533,T1472,新式標點,李明芳大德提供新式標點
JS_1165,RS_1536,T1475,新式標點,李明芳大德提供新式標點
JS_1166,RS_1500,T1439,新式標點,李明芳大德提供新式標點
JS_1167,RS_1577b,T1510b,新式標點,Salian大德提供新式標點
JS_1168,RS_1579,T1511,新式標點,李明芳大德提供新式標點
JS_1169,RS_1576,T1509,新式標點,厚觀法師提供新式標點
JS_1170,RS_1649,T1579,新式標點,《瑜伽師地論》資料庫提供新式標點
JS_1171a,RS_1668,T1598,新式標點,李明芳大德提供新式標點
JS_1171b,RS_1666,T1595,新式標點,李明芳大德提供新式標點
JS_1171c,RS_1667,T1596,新式標點,李明芳大德提供新式標點
JS_1171d,RS_1665,T1597,新式標點,李明芳大德提供新式標點
JS_1172,RS_1692,T1619,新式標點,李明芳大德提供新式標點
JS_1173,RS_1693,T1624,新式標點,李明芳大德提供新式標點
JS_1174,RS_1694,T1625,新式標點,李明芳大德提供新式標點
JS_1175,RS_1683,T1613,新式標點,李明芳大德提供新式標點
JS_1176,RS_1682,T1612,新式標點,波羅大德提供新式標點
JS_1177,RS_1672,T1602,新式標點,李明芳大德提供新式標點
JS_1178,RS_1676,T1606,新式標點,李明芳大德提供新式標點
JS_1179,RS_1633,T1564,新式標點,李明芳大德提供新式標點
JS_1180,RS_1588,T1521,新式標點,厚觀法師提供新式標點
JS_1181,RS_1730,T1660,新式標點,李明芳大德提供新式標點
JS_1182,RS_0195,T0201,新式標點,法雨道場提供新式標點
JS_1183,RS_1664,T1593,新式標點,李明芳大德提供新式標點
JS_1184,RS_1663,T1592,新式標點,李明芳大德提供新式標點
JS_1185,RS_1636,T1566,新式標點,李明芳大德提供新式標點
JS_1186,RS_1638,T1568,新式標點,波羅大德提供新式標點
JS_1187,RS_1686,T1616,新式標點,李明芳大德提供新式標點
JS_1188,RS_1639,T1569,新式標點,李明芳大德提供新式標點
JS_1189,RS_1640,T1570,新式標點,李明芳大德提供新式標點
JS_1190,RS_1674,T1604,新式標點,淨藏大德提供新式標點
JS_1191,RS_1598,T1531,新式標點,李明芳大德提供新式標點
JS_1192,RS_1582,T1515,新式標點,李明芳大德提供新式標點
JS_1193,RS_1599,T1532,新式標點,李明芳大德提供新式標點
JS_1194,RS_1589,T1522,新式標點,李明芳大德提供新式標點
JS_1195,RS_1597,T1530,新式標點,Jasmine大德提供新式標點
JS_1196,RS_1601,T1534,新式標點,李明芳大德提供新式標點
JS_1197,RS_1654,T1585,新式標點,李明芳大德提供新式標點
JS_1198,RS_1641,T1571,新式標點,李明芳大德提供新式標點
JS_1199,RS_1675,T1605,新式標點,李明芳大德提供新式標點
JS_1200,RS_1685,T1615,新式標點,李明芳大德提供新式標點
JS_1201,RS_1650,T1580,新式標點,李明芳大德提供新式標點
JS_1202,RS_1673,T1603,新式標點,李明芳大德提供新式標點
JS_1203,RS_1592,T1525,新式標點,Jasmine大德提供新式標點
JS_1204,RS_1591,T1524,新式標點,李明芳大德提供新式標點
JS_1205,RS_1600,T1533,新式標點,李明芳大德提供新式標點
JS_1206,RS_1594,T1527,新式標點,李明芳大德提供新式標點
JS_1207,RS_1595,T1528,新式標點,李明芳大德提供新式標點
JS_1208,RS_1581,T1514,新式標點,李明芳大德提供新式標點
JS_1209,RS_1596,T1529,新式標點,李明芳大德提供新式標點
JS_1210,RS_1661,T1591,新式標點,李明芳大德提供新式標點
JS_1211,RS_1710,T1651,新式標點,李明芳大德提供新式標點
JS_1212,RS_1643,T1573,新式標點,李明芳大德提供新式標點
JS_1213,RS_1684,T1614,新式標點,李明芳大德提供新式標點
JS_1214,RS_1657,T1587,新式標點,李明芳大德提供新式標點
JS_1215,RS_1655,T1586,新式標點,西蓮淨苑提供新式標點
JS_1216,RS_1720,T1630,新式標點,李明芳大德提供新式標點
JS_1217,RS_1656,T1618,新式標點,李明芳大德提供新式標點
JS_1218,RS_1729,T1659,新式標點,李明芳大德提供新式標點
JS_1219,RS_1687,T1617,新式標點,李明芳大德提供新式標點
JS_1220,RS_1680,T1610,新式標點,李明芳大德提供新式標點
JS_1221,RS_1678,T1609,新式標點,李明芳大德提供新式標點
JS_1222,RS_1679,T1608,新式標點,李明芳大德提供新式標點
JS_1223,RS_1719,T1629,新式標點,李明芳大德提供新式標點
JS_1224,RS_1718,T1628,新式標點,李明芳大德提供新式標點
JS_1225,RS_1714,T1655,新式標點,李明芳大德提供新式標點
JS_1226,RS_1716,T1657,新式標點,李明芳大德提供新式標點
JS_1227,RS_1711,T1652,新式標點,李明芳大德提供新式標點
JS_1228,RS_1690,T1622,新式標點,李明芳大德提供新式標點
JS_1229,RS_1691,T1623,新式標點,李明芳大德提供新式標點
JS_1230,RS_1677,T1607,新式標點,李明芳大德提供新式標點
JS_1231a,RS_1580,T1513,新式標點,李明芳大德提供新式標點
JS_1231b,RS_2420,T1817,新式標點,CBETA提供新式標點
JS_1232,RS_1586,T1519,新式標點,李明芳大德提供新式標點
JS_1233,RS_1587b,T1520,新式標點,李明芳大德提供新式標點
JS_1234,RS_1590,T1523,新式標點,李明芳大德提供新式標點
JS_1235,RS_1653,T1584,新式標點,李明芳大德提供新式標點
JS_1236,RS_1681,T1611,新式標點,李明芳大德提供新式標點
JS_1237,RS_1648,T1578,新式標點,李明芳大德提供新式標點
JS_1238,RS_1658,T1588,新式標點,李明芳大德提供新式標點
JS_1239,RS_1659,T1589,新式標點,李明芳大德提供新式標點
JS_1240,RS_1660,T1590,新式標點,李明芳大德提供新式標點
JS_1241,RS_1593,T1526,新式標點,李明芳大德提供新式標點
JS_1242,RS_1647,T1577,新式標點,李明芳大德提供新式標點
JS_1243,RS_1724,T1634,新式標點,李明芳大德提供新式標點
JS_1244a,RS_1669,T1600,新式標點,李明芳大德提供新式標點
JS_1244b,RS_1671,T1601,新式標點,李明芳大德提供新式標點
JS_1245,RS_1635,T1565,新式標點,李明芳大德提供新式標點
JS_1246,RS_1662,T1594,新式標點,Lilneige大德提供新式標點
JS_1247,RS_1670,T1599,新式標點,李明芳大德提供新式標點
JS_1248a,RS_1737,T1667,新式標點,李明芳大德提供新式標點
JS_1248b,RS_1736,T1666,新式標點,西蓮淨苑提供新式標點
JS_1249,RS_1721,T1631,新式標點,李明芳大德提供新式標點
JS_1250,RS_1723,T1633,新式標點,李明芳大德提供新式標點
JS_1251,RS_1715,T1656,新式標點,李明芳大德提供新式標點
JS_1252,RS_1642,T1572,新式標點,李明芳大德提供新式標點
JS_1253,RS_1689,T1620,新式標點,李明芳大德提供新式標點
JS_1254,RS_1688,T1621,新式標點,李明芳大德提供新式標點
JS_1255,RS_1722,T1632,新式標點,李明芳大德提供新式標點
JS_1256,RS_1696,T1626,新式標點,李明芳大德提供新式標點
JS_1257,RS_1698,T1639,新式標點,李明芳大德提供新式標點
JS_1258,RS_1699,T1640,新式標點,李明芳大德提供新式標點
JS_1259,RS_1706,T1647,新式標點,李明芳大德提供新式標點
JS_1260,RS_1709,T1650,新式標點,李明芳大德提供新式標點
JS_1261,RS_1614,T1545,原書標點,日本瑜伽行思想研究會提供
JS_1262,RS_1615,T1546,新式標點,李明芳大德提供新式標點
JS_1263,RS_1631,T1562,新式標點,李明芳大德提供新式標點
JS_1264,RS_1632,T1563,新式標點,李明芳大德提供新式標點
JS_1265,RS_1627,T1558,新式標點,李明芳大德提供新式標點
JS_1266,RS_1617,T1548,新式標點,李明芳大德提供新式標點
JS_1267,RS_1628,T1559,新式標點,李明芳大德提供新式標點
JS_1268,RS_1629,T1560,新式標點,李明芳大德提供新式標點
JS_1269,RS_1572,T1506,新式標點,李明芳大德提供新式標點
JS_1270,RS_1708,T1649,新式標點,李明芳大德提供新式標點
JS_1271,RS_1613,T1543,新式標點,李明芳大德提供新式標點
JS_1272,RS_1705,T1646,新式標點,李明芳大德提供新式標點
JS_1273,RS_1612,T1544,新式標點,厚觀法師提供新式標點
JS_1274,RS_1605,T1536,新式標點,李明芳大德提供新式標點
JS_1275,RS_1610,T1542,新式標點,李明芳大德提供新式標點
JS_1276,RS_1622,T1553,新式標點,李明芳大德提供新式標點
JS_1277,RS_1616,T1547,新式標點,李明芳大德提供新式標點
JS_1278,RS_1700,T1641,新式標點,李明芳大德提供新式標點
JS_1279,RS_1608,T1539,新式標點,李明芳大德提供新式標點
JS_1280,RS_1609,T1540,新式標點,李明芳大德提供新式標點
JS_1281,RS_1624,T1555,新式標點,李明芳大德提供新式標點
JS_1282,RS_3605,T2032,原書標點,北美某大德提供
JS_1283,RS_3606,T2033,原書標點,北美某大德提供
JS_1284,RS_3604,T2031,原書標點,北美某大德提供
JS_1285,RS_1621,T1552,新式標點,李明芳大德提供新式標點
JS_1286,RS_1619,T1550,新式標點,李明芳大德提供新式標點
JS_1287,RS_1618,T1549,新式標點,李明芳大德提供新式標點
JS_1288,RS_1574,T1507,新式標點,李明芳大德提供新式標點
JS_1289,RS_1623,T1554,新式標點,李明芳大德提供新式標點
JS_1290,RS_1611,T1541,新式標點,李明芳大德提供新式標點
JS_1291,RS_1707,T1648,新式標點,李明芳大德提供新式標點
JS_1292,RS_1620,T1551,新式標點,李明芳大德提供新式標點
JS_1293,RS_3902,T2138,原書標點,北美某大德提供
JS_1294,RS_1606,T1537,新式標點,李明芳大德提供新式標點
JS_1295,RS_1703,T1644,新式標點,李明芳大德提供新式標點
JS_1296,RS_1726,T1636,新式標點,李明芳大德提供新式標點
JS_1297,RS_1739,T1669,新式標點,李明芳大德提供新式標點
JS_1298,RS_3901,T2137,原書標點,北美某大德提供
JS_1299,RS_1734,T1664,新式標點,李明芳大德提供新式標點
JS_1300,RS_1728,T1638,新式標點,李明芳大德提供新式標點
JS_1301,RS_1701,T1642,新式標點,李明芳大德提供新式標點
JS_1302,RS_1731,T1661,新式標點,李明芳大德提供新式標點
JS_1303,RS_1644,T1574,新式標點,李明芳大德提供新式標點
JS_1304,RS_1727,T1637,新式標點,李明芳大德提供新式標點
JS_1305,RS_1645,T1575,新式標點,李明芳大德提供新式標點
JS_1306,RS_1646,T1576,新式標點,李明芳大德提供新式標點
JS_1307,RS_1584,T1518,新式標點,李明芳大德提供新式標點
JS_1308,RS_1585,T1517,新式標點,李明芳大德提供新式標點
JS_1309,RS_1725,T1635,新式標點,李明芳大德提供新式標點
JS_1310,RS_0220,T0160,新式標點,范振業大德提供新式標點
JS_1311,RS_1583,T1516,新式標點,李明芳大德提供新式標點
JS_1312,RS_1712,T1653,新式標點,李明芳大德提供新式標點
JS_1313,RS_1717,T1658,新式標點,李明芳大德提供新式標點
JS_1314,RS_1637,T1567,新式標點,李明芳大德提供新式標點
JS_1315,RS_1607,T1538,新式標點,李明芳大德提供新式標點
JS_1316,RS_1697,T1627,新式標點,李明芳大德提供新式標點
JS_1317,RS_1735,T1665,新式標點,李明芳大德提供新式標點
JS_1318,RS_1704,T1645,新式標點,李明芳大德提供新式標點
JS_1319,RS_0206,T0212,新式標點,法雨道場提供新式標點
JS_1320,RS_0196,T0202,新式標點,法雨道場提供新式標點
JS_1321,RS_0187,T0193,新式標點,范振業大德提供新式標點
JS_1322,RS_0194,T0200,新式標點,法雨道場提供新式標點
JS_1323,RS_0533,T0606,新式標點,三寶弟子提供新式標點
JS_1324,RS_0534,T0607,新式標點,黃金愛大德提供新式標點
JS_1325,RS_0583,T0793,新式標點,三寶弟子提供新式標點
JS_1326,RS_0573,T0760,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1327,RS_0197,T0203,新式標點,范振業大德提供新式標點
JS_1328,RS_0428,T0393,新式標點,范振業大德提供新式標點
JS_1329,RS_0972,T0955,新式標點,高萌大德提供新式標點
JS_1330,RS_0429,T0394,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1331,RS_3601,T2029,原書標點,北美某大德提供
JS_1332,RS_0585,T0795,新式標點,波羅提供新式標點
JS_1333,RS_0177,T0096,新式標點,法雨道場提供新式標點
JS_1334,RS_0329,T0296,新式標點,陳伯勳大德提供新式標點
JS_1335,RS_0618,T0491,新式標點,CBETA提供新式標點
JS_1336,RS_0535,T0608,新式標點,Jasmine提供新式標點
JS_1337,RS_1575,T1508,新式標點,李明芳大德提供新式標點
JS_1338,RS_3652,T2058,原書標點,北美某大德提供
JS_1339,RS_0530,T0618,新式標點,侯淑娟提供新式標點
JS_1340,RS_0526,T0616,新式標點,陳伯勳大德提供新式標點
JS_1341,RS_3629,T2043,原書標點,北美某大德提供
JS_1342,RS_3630,T2044,原書標點,北美某大德提供
JS_1343,RS_0810,T0768,新式標點,三寶弟子提供新式標點
JS_1344,RS_1626,T1557,新式標點,李明芳大德提供新式標點
JS_1345,RS_1760,T1690,新式標點,李明芳大德提供新式標點
JS_1346,RS_1759,T1689,新式標點,李明芳大德提供新式標點
JS_1347,RS_0543,T0723,新式標點,三寶弟子提供新式標點
JS_1348,RS_0525,T0614,新式標點,黃金愛大德提供新式標點
JS_1349,RS_0186,T0192,新式標點,法雨道場提供新式標點
JS_1350,RS_0188,T0194,新式標點,法雨道場提供新式標點
JS_1351,RS_0205,T0211,新式標點,法雨道場提供新式標點
JS_1352,RS_1732,T1662,新式標點,李明芳大德提供新式標點
JS_1353,RS_0893,T0874,新式標點,黃金愛大德提供新式標點
JS_1354,RS_1340,T1299,新式標點,李明芳大德提供新式標點
JS_1355,RS_0213,T0153,新式標點,Jasmine提供新式標點
JS_1356,RS_1740b,T1670B,新式標點,李明芳大德提供新式標點
JS_1357,RS_0200,T0206,新式標點,法雨道場提供新式標點
JS_1358,RS_0527,T0609,新式標點,邱昱翔提供新式標點
JS_1359,RS_0531,T0610,新式標點,如佛提供新式標點
JS_1360,RS_0532,T0611,新式標點,侯淑娟提供新式標點
JS_1361,RS_3599,T2027,原書標點,北美某大德提供
JS_1362,RS_0203,T0209,新式標點,法雨道場提供新式標點
JS_1363,RS_0204,T0210,新式標點,毛佩君、廖予安大德提供新式標點
JS_1364,RS_0202,T0208,新式標點,張曌昱大德提供新式標點
JS_1365,RS_3631,T2045,原書標點,北美某大德提供
JS_1366,RS_0199,T0205,新式標點,張曌昱大德提供新式標點
JS_1367,RS_0541,T0720,新式標點,JaeroChen提供新式標點
JS_1368,RS_1229,T1188,新式標點,李明芳大德提供新式標點
JS_1369,RS_3600,T2028,原書標點,北美某大德提供
JS_1370,RS_0198,T0204,新式標點,法雨道場提供新式標點
JS_1371,RS_0528,T0617,新式標點,林政賜提供新式標點
JS_1372,RS_0189,T0195,新式標點,CBETA提供新式標點
JS_1373,RS_1756,T1686,新式標點,李明芳大德提供新式標點
JS_1374,RS_1746,T1676,新式標點,李明芳大德提供新式標點
JS_1375,RS_1275,T1234,新式標點,李明芳大德提供新式標點
JS_1376,RS_1276,T1235,新式標點,李明芳大德提供新式標點
JS_1377,RS_0547,T0727,新式標點,波羅提供新式標點
JS_1378,RS_1573,T1505,新式標點,李明芳大德提供新式標點
JS_1379,RS_0524,T0619,新式標點,李明芳大德提供新式標點
JS_1380,RS_0862,T0847,新式標點,毛佩君、廖予安、廖予慈大德提供新式標點
JS_1381,RS_1078,T1056,新式標點,李明芳大德提供新式標點
JS_1382,RS_1758,T1688,新式標點,李明芳大德提供新式標點
JS_1383,RS_0906,T0888,新式標點,黃金愛大德提供新式標點
JS_1384,RS_1152,T1119,新式標點,李明芳大德提供新式標點
JS_1385,RS_1236,T1196,新式標點,李明芳大德提供新式標點
JS_1386,RS_1022,T1000,新式標點,李明芳大德提供新式標點
JS_1387,RS_1249,T1209,新式標點,李明芳大德提供新式標點
JS_1388,RS_1155,T1122,新式標點,李明芳大德提供新式標點
JS_1389,RS_1166,T1133,新式標點,李明芳大德提供新式標點
JS_1390,RS_1301,T1260,新式標點,李明芳大德提供新式標點
