汉字	max综合类型	max综合正字	min综合类型	min综合正字
䝣	0	䝣	0	䝣
䝤	2	䝤&獠	1	獠
䝥	1	嗥	1	嗥
䝦	0	䝦	0	䝦
䝧	2	䝧&錉	2	䝧&錉
䝨	1	賢	1	賢
䝩	2	賑&䝩	1	賑
䝪	0	䝪	0	䝪
䝫	0	䝫	0	䝫
䝬	0	䝬	0	䝬
䝭	0	䝭	0	䝭
䝮	1	衒	1	衒
䝯	2	䝯&貤	1	貤
䝰	0	䝰	0	䝰
䝱	0	䝱	0	䝱
䝲	1	贐	1	贐
䝳	0	䝳	0	䝳
䝴	1	齎	1	齎
䝵	0	䝵	0	䝵
䝶	0	䝶	0	䝶
䝷	0	䝷	0	䝷
䝸	0	䝸	0	䝸
䝹	0	䝹	0	䝹
䝺	1	貫	1	貫
䝻	0	䝻	0	䝻
䝼	0	䝼	3	
䝽	0	䝽	0	䝽
䝾	1	賦	1	賦
䝿	1	貴	1	貴
䞀	0	䞀	0	䞀
䞁	0	䞁	0	䞁
䞂	0	䞂	0	䞂
䞃	0	䞃	0	䞃
䞄	1	俵	1	俵
䞅	1	貽	1	貽
䞆	2	䐝&䞆	0	䞆
䞇	1	贄	3	
䞈	0	䞈	0	䞈
䞉	1	賸	1	賸
䞊	0	䞊	0	䞊
䞋	2	䞋&嚫	1	嚫
䞌	1	𧵳	3	
䞍	1	䝼	3	
䞎	1	賵	3	
䞐	1	賰	3	
䞑	0	䞑	0	䞑
䞒	0	䞒	0	䞒
䞓	2	䞓&赬	1	赬
䞔	0	䞔	0	䞔
䞕	0	䞕	0	䞕
䞖	0	䞖	0	䞖
䞗	0	䞗	0	䞗
䞘	0	䞘	0	䞘
䞙	0	䞙	0	䞙
䞚	0	䞚	0	䞚
䞛	0	䞛	0	䞛
䞜	3	𧻳&赴&踣	3	赴&踣
䞝	0	䞝	0	䞝
䞞	0	䞞	0	䞞
䞟	0	䞟	0	䞟
䞠	0	䞠	0	䞠
䞡	2	趄&䞡	2	趄&䞡
䞢	0	䞢	0	䞢
䞣	0	䞣	0	䞣
䞤	2	䞤&𧾱	0	䞤
䞥	0	䞥	0	䞥
䞦	0	䞦	0	䞦
䞧	0	䞧	0	䞧
䞨	1	跬	1	跬
䞩	0	䞩	0	䞩
䞪	0	䞪	0	䞪
䞫	0	䞫	0	䞫
䞬	1	透	1	透
䞭	0	䞭	0	䞭
䞮	0	䞮	0	䞮
䞯	2	赴&𠓗&䞯	2	赴&𠓗&䞯
䞰	1	䟄	1	䟄
䞱	0	䞱	0	䞱
䞳	1	踣	1	踣
䞴	0	䞴	0	䞴
䞵	0	䞵	0	䞵
䞶	0	䞶	0	䞶
䞷	1	趉	1	趉
䞸	3	𧻳&踣	1	踣
䞹	0	䞹	0	䞹
䞺	2	遁&䞺	2	遁&䞺
䞻	2	踊&䞻	2	踊&䞻
䞼	1	竄	1	竄
䞽	0	䞽	0	䞽
䞾	0	䞾	0	䞾
䞿	2	䞿&𧽐	2	䞿&𧽐
䟀	0	䟀	0	䟀
䟁	0	䟁	0	䟁
䟂	0	䟂	0	䟂
䟃	0	䟃	0	䟃
䟄	0	䟄	0	䟄
䟅	0	䟅	0	䟅
䟆	2	蹕&䟆	0	䟆
䟇	0	䟇	0	䟇
䟈	0	䟈	0	䟈
䟉	0	䟉	0	䟉
䟊	0	䟊	0	䟊
䟋	0	䟋	0	䟋
䟌	1	𧾢	1	𧾢
䟍	0	䟍	0	䟍
䟎	1	趲	1	趲
䟏	0	䟏	0	䟏
䟐	0	䟐	0	䟐
䟑	0	䟑	0	䟑
䟒	0	䟒	0	䟒
䟓	0	䟓	0	䟓
䟔	2	赴&踣&䟔	2	赴&踣&䟔
䟕	0	䟕	0	䟕
䟖	1	趾	1	趾
䟗	0	䟗	0	䟗
䟘	0	䟘	0	䟘
䟙	0	䟙	0	䟙
䟚	1	踑	1	踑
䟛	0	䟛	0	䟛
䟜	0	䟜	0	䟜
䟝	0	䟝	0	䟝
䟞	1	躕	1	躕
䟟	2	促&䟟	2	促&䟟
䟠	0	䟠	0	䟠
䟡	0	䟡	0	䟡
䟢	1	跈	1	跈
䟣	2	跂&䟣	2	跂&䟣
䟤	0	䟤	0	䟤
䟥	1	髳	1	髳
䟦	1	跋	1	跋
䟧	0	䟧	0	䟧
䟨	0	䟨	0	䟨
䟩	0	䟩	0	䟩
䟪	2	覂&䟪	2	覂&䟪
䟫	0	䟫	0	䟫
䟬	0	䟬	0	䟬
䟭	3	跳&阼	3	跳&阼
䟮	0	䟮	0	䟮
䟯	0	䟯	0	䟯
䟰	0	䟰	0	䟰
䟱	1	跡	1	跡
䟲	1	疏	3	
䟴	0	䟴	0	䟴
䟵	0	䟵	0	䟵
䟶	2	夎&蓌&䟶	2	夎&蓌&䟶
䟷	0	䟷	0	䟷
䟸	0	䟸	0	䟸
䟹	0	䟹	0	䟹
䟺	0	䟺	0	䟺
䟻	0	䟻	0	䟻
䟼	0	䟼	0	䟼
䟽	1	疏	1	疏
䟾	2	䞵&䟾	2	䞵&䟾
䟿	0	䟿	0	䟿
䠀	2	趟&䟫&䠀	2	趟&䟫&䠀
䠁	1	躋	1	躋
䠂	1	楚	1	楚
䠃	0	䠃	0	䠃
䠄	0	䠄	0	䠄
䠅	0	䠅	0	䠅
䠆	0	䠆	0	䠆
䠇	0	䠇	0	䠇
䠈	0	䠈	0	䠈
䠉	2	逭&䠉	2	逭&䠉
䠊	1	剕	1	剕
䠋	2	髀&䠋	2	髀&䠋
䠍	0	䠍	0	䠍
䠎	0	䠎	0	䠎
䠏	2	䟸&䠏	2	䟸&䠏
䠐	0	䠐	0	䠐
䠑	0	䠑	0	䠑
䠒	0	䠒	0	䠒
䠓	1	趥	1	趥
䠔	2	䠔&𨆏	2	䠔&𨆏
䠕	0	䠕	0	䠕
䠗	2	𧽒&䠗	0	䠗
䠘	0	䠘	0	䠘
䠙	0	䠙	0	䠙
䠛	0	䠛	0	䠛
䠜	0	䠜	0	䠜
䠝	0	䠝	0	䠝
䠞	1	蹙	1	蹙
䠟	0	䠟	0	䠟
䠠	2	逝&踅&蹛&䠠	2	逝&踅&蹛&䠠
䠡	0	䠡	0	䠡
䠢	0	䠢	0	䠢
䠣	2	䠣&𦌔	1	𦌔
䠤	0	䠤	0	䠤
䠥	1	蹩	1	蹩
䠦	2	躓&䠦	2	躓&䠦
䠧	1	躇	1	躇
䠨	0	䠨	0	䠨
䠩	0	䠩	0	䠩
䠪	1	躖	1	躖
䠫	0	䠫	0	䠫
䠬	0	䠬	0	䠬
䠭	1	𨇆	1	𨇆
䠮	1	騰	1	騰
䠯	2	躍&䠯	0	䠯
䠰	1	踡	1	踡
䠱	2	䠱&躅	1	躅
䠲	1	聆	1	聆
䠳	0	䠳	0	䠳
䠴	0	䠴	0	䠴
䠵	0	䠵	0	䠵
䠶	1	射	1	射
䠷	0	䠷	0	䠷
䠸	0	䠸	0	䠸
䠹	1	骸	1	骸
䠻	2	窮&䠻	2	窮&䠻
䠼	0	䠼	0	䠼
䠽	0	䠽	0	䠽
䠾	0	䠾	0	䠾
䠿	2	聵&䠿	2	聵&䠿
䡀	0	䡀	0	䡀
䡁	0	䡁	0	䡁
䡂	0	䡂	0	䡂
䡃	0	䡃	0	䡃
䡄	1	軌	1	軌
䡅	1	輴	1	輴
䡆	0	䡆	0	䡆
䡇	1	軏	1	軏
䡈	1	較	1	較
䡉	0	䡉	0	䡉
䡊	0	䡊	0	䡊
䡋	3	陳&軝	1	軝
䡌	2	䡌&鞃	1	鞃
䡍	0	䡍	0	䡍
䡎	1	轤	1	轤
䡏	1	鞃	1	鞃
䡐	0	䡐	0	䡐
䡑	0	䡑	0	䡑
䡒	1	䡘	1	䡘
䡓	2	軒&䡓	2	軒&䡓
䡔	0	䡔	0	䡔
䡕	0	䡕	0	䡕
䡖	1	輕	1	輕
䡗	0	䡗	0	䡗
䡘	0	䡘	0	䡘
䡙	2	輬&䡙	2	輬&䡙
䡚	2	輗&䡚	0	䡚
䡛	0	䡛	0	䡛
䡜	0	䡜	0	䡜
䡝	0	䡝	0	䡝
䡞	0	䡞	0	䡞
䡟	0	䡟	0	䡟
䡠	2	䡠&䡰	0	䡠
䡡	0	䡡	0	䡡
䡢	0	䡢	0	䡢
䡣	0	䡣	0	䡣
䡤	2	櫧&䡤	2	櫧&䡤
䡥	1	䡆	1	䡆
䡦	0	䡦	0	䡦
䡧	0	䡧	0	䡧
䡨	1	𨌅	1	𨌅
䡩	0	䡩	0	䡩
䡪	0	䡪	0	䡪
䡫	0	䡫	0	䡫
䡬	0	䡬	0	䡬
䡭	0	䡭	0	䡭
䡮	0	䡮	0	䡮
䡯	0	䡯	0	䡯
䡰	2	轂&䡰	0	䡰
䡱	1	驅	3	
䡲	0	䡲	0	䡲
䡳	0	䡳	0	䡳
䡴	0	䡴	0	䡴
䡵	0	䡵	0	䡵
䡶	0	䡶	0	䡶
䡷	2	轄&䡷	2	轄&䡷
䡹	1	輊	1	輊
䡺	3	轊&軎	1	軎
䡻	1	䡑	3	
䡼	1	軨	1	軨
䡽	2	䡽&𩎑	0	䡽
䡾	0	䡾	0	䡾
䡿	2	䡿&軨	1	軨
䢀	1	𨊰	3	
䢁	1	𨊸	3	
䢂	1	𨋢	3	
䢃	0	䢃	0	䢃
䢄	1	枲	1	枲
䢅	0	䢅	0	䢅
䢆	0	䢆	3	
䢇	0	䢇	0	䢇
䢈	0	䢈	0	䢈
䢉	1	農	1	農
䢊	1	遊	1	遊
䢋	0	䢋	0	䢋
䢌	0	䢌	3	
䢍	0	䢍	0	䢍
䢎	2	䢋&䢎	0	䢎
䢐	1	徂	1	徂
䢑	0	䢑	0	䢑
䢒	0	䢒	0	䢒
䢓	0	䢓	0	䢓
䢔	0	䢔	0	䢔
䢕	0	䢕	0	䢕
䢖	2	建&䢖	2	建&䢖
䢙	2	敗&䢙	2	敗&䢙
䢚	1	迒	1	迒
䢛	1	迥	1	迥
䢜	1	歸	1	歸
䢝	2	亞&䢝	2	亞&䢝
䢞	0	䢞	0	䢞
䢟	3	由&遊	1	遊
䢠	1	送	1	送
䢡	2	𨒉&䢡	0	䢡
䢢	0	䢢	0	䢢
䢣	1	𨖈	3	
䢤	1	述	1	述
䢥	2	𢌨&䢥	0	䢥
䢦	2	率&䢦	2	率&䢦
䢧	0	䢧	0	䢧
䢨	1	從	1	從
䢩	3	御&禦	3	御&禦
䢪	1	橇	1	橇
䢫	1	隨	1	隨
䢬	1	遷	1	遷
䢭	0	䢭	0	䢭
䢮	0	䢮	0	䢮
䢯	1	遴	1	遴
䢰	1	趯	1	趯
䢱	2	嬻&𨗣&䢱	0	䢱
䢲	0	䢲	0	䢲
䢳	0	䢳	0	䢳
䢴	2	䢴&𨝍	1	𨝍
䢵	1	鄖	1	鄖
䢶	1	邦	1	邦
䢷	1	那	1	那
䢸	2	即&䢸	2	即&䢸
䢹	0	䢹	0	䢹
䢻	0	䢻	0	䢻
䢼	0	䢼	0	䢼
䢽	1	巷	1	巷
䢾	1	姺	1	姺
䢿	0	䢿	0	䢿
䣀	0	䣀	0	䣀
䣁	0	䣁	0	䣁
䣂	0	䣂	0	䣂
䣃	1	卸	1	卸
䣄	0	䣄	0	䣄
䣅	0	䣅	0	䣅
䣆	0	䣆	0	䣆
䣇	0	䣇	0	䣇
䣈	1	巷	1	巷
䣊	0	䣊	0	䣊
䣋	0	䣋	0	䣋
䣌	1	邸	1	邸
䣍	0	䣍	0	䣍
䣎	0	䣎	0	䣎
䣏	2	巷&䢼&䣏	1	䢼
䣐	0	䣐	0	䣐
䣑	1	廛	1	廛
䣓	2	酈&䣓	2	酈&䣓
䣔	0	䣔	0	䣔
䣕	0	䣕	0	䣕
䣖	1	䣕	1	䣕
䣗	0	䣗	0	䣗
䣘	0	䣘	0	䣘
䣙	2	剻&䣙	2	剻&䣙
䣚	0	䣚	0	䣚
䣛	2	膝&䣛	0	䣛
䣜	0	䣜	0	䣜
䣝	0	䣝	0	䣝
䣞	1	鄂	1	鄂
䣟	2	䣟&𨛳	1	𨛳
䣠	3	䣟&𨛳	1	𨛳
䣡	0	䣡	0	䣡
䣢	0	䣢	0	䣢
䣣	1	䣊	1	䣊
䣤	1	𨟠	1	𨟠
䣥	1	𨟵	1	𨟵
䣧	1	黓	1	黓
䣨	3	䣩&醇	1	醇
䣩	2	䣩&醇	1	醇
䣪	0	䣪	0	䣪
䣫	0	䣫	0	䣫
䣬	0	䣬	0	䣬
䣭	1	猷	3	
䣮	2	䣪&䣮	1	䣪
䣯	2	靦&䣯	2	靦&䣯
䣰	1	醵	1	醵
䣱	1	酗	1	酗
䣲	1	𨠒	1	𨠒
䣳	1	酮	3	
䣴	1	酗	1	酗
䣵	0	䣵	0	䣵
䣶	2	甜&䣶	2	甜&䣶
䣷	0	䣷	0	䣷
䣸	0	䣸	0	䣸
䣹	0	䣹	0	䣹
䣺	0	䣺	0	䣺
䣻	2	酣&䣻&𩈣	2	酣&䣻&𩈣
䣼	0	䣼	0	䣼
䣽	2	醍&䣽	2	醍&䣽
䣾	2	䣾&𨢎	1	𨢎
䣿	0	䣿	0	䣿
䤁	0	䤁	0	䤁
䤂	0	䤂	0	䤂
䤃	0	䤃	0	䤃
䤄	1	湎	1	湎
䤅	0	䤅	0	䤅
䤆	2	醱&䤆	2	醱&䤆
䤇	1	醙	1	醙
䤈	1	醯	1	醯
䤉	0	䤉	0	䤉
䤊	1	䣵	1	䣵
䤋	2	聝&馘&䤋	2	聝&馘&䤋
䤌	0	䤌	0	䤌
䤍	0	䤍	0	䤍
䤎	0	䤎	0	䤎
䤏	2	圮&䤏	0	䤏
䤐	0	䤐	0	䤐
䤑	0	䤑	0	䤑
䤒	0	䤒	0	䤒
䤓	0	䤓	0	䤓
䤔	0	䤔	0	䤔
䤕	2	嚛&䤕	2	嚛&䤕
䤖	0	䤖	0	䤖
䤗	0	䤗	0	䤗
䤘	0	䤘	0	䤘
䤙	0	䤙	0	䤙
䤚	1	李	1	李
䤛	3	銶&釚	1	釚
䤜	1	鈍	1	鈍
䤝	0	䤝	0	䤝
䤞	1	鈗	1	鈗
䤟	1	鈂	1	鈂
䤠	0	䤠	0	䤠
䤡	0	䤡	0	䤡
䤢	2	釛&䤢	0	䤢
䤣	1	鋝	1	鋝
䤤	0	䤤	0	䤤
䤥	0	䤥	0	䤥
䤦	1	鉞	1	鉞
䤧	0	䤧	0	䤧
䤨	2	䤨&釽&銢	3	釽&銢
䤩	0	䤩	3	
䤪	0	䤪	0	䤪
䤫	1	鑱	1	鑱
䤬	0	䤬	0	䤬
䤭	2	鉓&䤭	2	鉓&䤭
䤮	0	䤮	0	䤮
䤯	1	鉶	1	鉶
䤰	0	䤰	0	䤰
䤱	1	誓	1	誓
䤳	0	䤳	0	䤳
䤴	2	函&䤴	0	䤴
䤵	2	扉&䤵	2	扉&䤵
䤶	0	䤶	0	䤶
䤷	1	𥍻	1	𥍻
䤸	3	鏦&䂎	1	鏦
䤹	2	䤹&鎪	1	鎪
䤺	0	䤺	0	䤺
䤻	2	䤻&𨬍	2	䤻&𨬍
䤼	0	䤼	3	
䤽	0	䤽	0	䤽
䤾	0	䤾	0	䤾
䤿	1	鍥	1	鍥
䥀	0	䥀	0	䥀
䥁	1	䤴	1	䤴
䥂	0	䥂	0	䥂
䥃	0	䥃	0	䥃
䥄	2	錯&䥄	0	䥄
䥅	1	琴	1	琴
䥆	1	琴	1	琴
䥇	2	䥇&釤	1	釤
䥈	0	䥈	0	䥈
䥉	0	䥉	0	䥉
䥊	1	錆	1	錆
䥋	0	䥋	0	䥋
䥌	1	證	1	證
䥍	2	𨫔&䥍	1	𨫔
䥎	0	䥎	0	䥎
䥏	2	鋙&䥏	0	䥏
䥐	1	鍪	1	鍪
䥑	2	䥑&鋄	1	鋄
䥒	0	䥒	0	䥒
䥔	2	鋉&䥔	2	鋉&䥔
䥕	1	鐅	1	鐅
䥖	1	鈿	1	鈿
䥗	0	䥗	0	䥗
䥘	1	錯	1	錯
䥙	2	䥙&鐆	0	䥙
䥚	1	初	1	初
䥛	2	䥛&鍥&鐑	3	鍥&鐑
䥝	2	鏖&鐭&䥝	0	䥝
䥞	0	䥞	0	䥞
䥟	0	䥟	0	䥟
䥠	3	針&鍼	1	鍼
䥡	2	鍱&䥡	1	鍱
䥢	2	䥢&鼜&鏧&𪔳	3	鼜&鏧&𪔳
䥣	1	鑿	1	鑿
䥤	2	鉋&䥤	2	鉋&䥤
䥥	3	鐮&鎌	1	鎌
䥦	1	𨬍	3	
䥧	1	璿	1	璿
䥨	2	鑢&䥨	2	鑢&䥨
䥩	0	䥩	0	䥩
䥪	1	𠠁	1	𠠁
䥫	1	鐵	1	鐵
䥬	1	鑮	1	鑮
䥭	1	證	1	證
䥮	0	䥮	0	䥮
䥯	0	䥯	0	䥯
䥰	0	䥰	0	䥰
䥱	2	寫&䥱	0	䥱
䥲	0	䥲	0	䥲
䥳	0	䥳	0	䥳
䥴	3	鐫&鑴	1	鑴
䥵	0	䥵	0	䥵
䥶	3	鬲&鎘	1	鬲
䥷	2	䥷&鍘&𠝝	3	鍘&𠝝
䥸	1	𨧮	1	𨧮
䥺	1	釾	3	
䥽	1	鏺	3	
䥾	1	䥱	3	
䥿	1	礪	3	
䦀	1	𨦫	3	
䦁	1	𨧜	3	
䦂	1	䥇	3	
䦃	3	鐯&斫&櫡	3	斫&櫡
䦅	1	鐥	3	
䦆	1	钁	1	钁
䦇	1	髻	1	髻
䦈	2	嗟&䦈	0	䦈
䦉	3	肆&駟	1	肆
䦊	0	䦊	0	䦊
䦋	0	䦋	0	䦋
䦌	0	䦌	0	䦌
䦍	0	䦍	0	䦍
䦎	2	閌&䦎&𨵄	2	閌&䦎
䦏	0	䦏	0	䦏
䦐	3	開&𨳝	1	𨳝
䦑	2	䆕&䦑	2	䆕&䦑
䦒	0	䦒	0	䦒
䦓	2	覘&䦓	2	覘&䦓
䦔	0	䦔	0	䦔
䦕	1	閛	1	閛
䦖	0	䦖	0	䦖
䦗	1	侐	1	侐
䦘	0	䦘	0	䦘
䦙	2	寺&䦙	0	䦙
䦚	0	䦚	0	䦚
䦛	0	䦛	3	
䦜	2	䦜&郚	1	郚
䦝	0	䦝	0	䦝
䦞	1	閏	1	閏
䦟	2	穩&䦟	0	䦟
䦠	0	䦠	0	䦠
䦡	0	䦡	0	䦡
䦢	2	闊&䦢	2	闊&䦢
䦣	0	䦣	0	䦣
䦤	0	䦤	0	䦤
䦥	2	閑&䦥	2	閑&䦥
䦦	1	琴	1	琴
䦧	1	鬩	1	鬩
䦨	1	闌	1	闌
䦩	1	闅	1	闅
䦪	0	䦪	0	䦪
䦫	0	䦫	0	䦫
䦬	1	𨴒	1	𨴒
䦭	0	䦭	0	䦭
䦮	0	䦮	0	䦮
䦯	0	䦯	0	䦯
䦱	2	䦱&𨵧	0	䦱
䦲	0	䦲	0	䦲
䦳	0	䦳	0	䦳
䦴	0	䦴	0	䦴
䦵	2	䦵&𩰞	1	𩰞
䦶	1	䦛	3	
䦷	3	穩&䦟	1	䦟
䦹	0	䦹	0	䦹
䦺	0	䦺	0	䦺
䦻	0	䦻	0	䦻
䦼	0	䦼	0	䦼
䦽	1	序	1	序
䧁	0	䧁	0	䧁
䧂	1	𨹸	1	𨹸
䧃	0	䧃	0	䧃
䧄	0	䧄	0	䧄
䧅	0	䧅	0	䧅
䧆	0	䧆	0	䧆
䧇	0	䧇	0	䧇
䧉	1	𨛋	1	𨛋
䧊	0	䧊	0	䧊
䧋	0	䧋	0	䧋
䧌	0	䧌	0	䧌
䧍	1	隙	1	隙
䧎	0	䧎	0	䧎
䧏	1	降	3	
䧐	1	崞	1	崞
䧑	2	隄&䧑	2	隄&䧑
䧒	0	䧒	0	䧒
䧓	0	䧓	0	䧓
䧔	0	䧔	0	䧔
䧕	1	域	1	域
䧖	0	䧖	0	䧖
䧗	0	䧗	0	䧗
䧘	0	䧘	0	䧘
䧙	1	陵	1	陵
䧚	1	鄗	1	鄗
䧛	3	傍&𨍩	3	傍&𨍩
䧜	1	塘	1	塘
䧝	0	䧝	0	䧝
䧞	2	𨹺&䧞&𩣸	0	䧞
䧟	1	陷	1	陷
䧠	1	鄟	1	鄟
䧡	1	墉	1	墉
䧢	2	䧢&嶇	1	嶇
䧣	1	垔	1	垔
䧤	0	䧤	0	䧤
䧥	0	䧥	0	䧥
䧦	2	䧦&鄬	1	鄬
䧧	0	䧧	0	䧧
䧨	0	䧨	0	䧨
䧪	0	䧪	0	䧪
䧫	3	𨼍&壕	1	壕
䧬	2	瀕&䧬	1	瀕
䧮	0	䧮	0	䧮
䧯	0	䧯	0	䧯
䧰	0	䧰	0	䧰
䧱	1	鳩	1	鳩
䧲	1	鳱	1	鳱
䧳	1	雌	1	雌
䧴	0	䧴	0	䧴
䧵	1	鴆	1	鴆
䧶	2	𨾗&䧶	0	䧶
䧷	2	䧷&鴤	2	䧷&鴤
䧸	1	鴣	3	
䧹	1	鷹	1	鷹
䧺	1	雄	1	雄
䧻	1	鴿	1	鴿
䧼	1	鵠	1	鵠
䧽	1	𨿐	1	𨿐
䧾	3	𪅰&鵨	1	鵨
䧿	1	鵲	1	鵲
䨀	1	糴	1	糴
䨁	2	鶩&䨁	1	鶩
䨂	2	鶖&䨂	2	鶖&䨂
䨃	1	鷃	1	鷃
䨄	2	鵪&䨄	0	䨄
䨅	1	鷯	1	鷯
䨆	1	鷩	1	鷩
䨇	1	雙	1	雙
䨈	2	䨈&𪇕	0	䨈
䨉	1	鸚	1	鸚
䨊	0	䨊	0	䨊
䨋	1	虐	1	虐
䨌	1	雹	1	雹
䨍	3	穽&𤌌	1	𤌌
䨎	1	霐	1	霐
䨏	0	䨏	0	䨏
䨐	2	洽&䨐	2	洽&䨐
䨑	0	䨑	0	䨑
䨒	0	䨒	0	䨒
䨓	3	靁&雷	1	雷
䨔	1	雹	1	雹
䨕	1	𩂧	1	𩂧
䨖	1	霽	1	霽
䨗	0	䨗	0	䨗
䨘	1	霰	1	霰
䨙	1	霪	1	霪
䨛	0	䨛	0	䨛
䨜	0	䨜	0	䨜
䨝	0	䨝	0	䨝
䨞	0	䨞	0	䨞
䨟	2	窪&窊&䨟	2	窪&窊&䨟
䨠	1	靄	1	靄
䨡	0	䨡	0	䨡
䨢	1	霮	1	霮
䨣	0	䨣	0	䨣
䨤	0	䨤	0	䨤
䨥	2	雙&䨥	0	䨥
䨦	3	滂&雱&霶	1	雱
䨧	3	𩃬&霒	1	霒
䨨	0	䨨	0	䨨
䨩	1	靈	1	靈
䨪	1	霾	1	霾
䨫	1	霡	1	霡
䨬	1	𩄡	1	𩄡
䨭	1	霄	1	霄
䨮	1	雪	1	雪
䨯	1	𩄛	1	𩄛
䨰	2	濼&䨰	2	濼&䨰
䨱	2	覆&䨱	1	覆
䨲	0	䨲	0	䨲
䨳	0	䨳	0	䨳
䨴	0	䨴	0	䨴
䨵	0	䨵	0	䨵
䨶	1	霣	1	霣
䨷	1	霰	1	霰
䨸	0	䨸	0	䨸
䨹	0	䨹	0	䨹
䨺	0	䨺	0	䨺
䨻	0	䨻	0	䨻
䨼	0	䨼	0	䨼
䨽	0	䨽	0	䨽
䨾	3	扉&厞	3	扉&厞
䨿	0	䨿	0	䨿
䩀	0	䩀	0	䩀
䩁	0	䩁	0	䩁
䩂	0	䩂	0	䩂
䩃	0	䩃	0	䩃
䩄	1	靦	3	
䩅	0	䩅	0	䩅
䩆	0	䩆	0	䩆
䩇	0	䩇	0	䩇
䩈	1	𩔁	1	𩔁
䩉	0	䩉	0	䩉
䩊	0	䩊	0	䩊
䩋	2	懡&䩋	0	䩋
䩌	0	䩌	0	䩌
䩍	0	䩍	0	䩍
䩏	0	䩏	0	䩏
䩐	2	䩤&䩐	0	䩐
䩑	1	鞃	1	鞃
䩒	0	䩒	0	䩒
䩓	0	䩓	0	䩓
䩔	2	鞶&䩔&𩊜&𩌰	0	䩔
䩕	0	䩕	0	䩕
䩖	0	䩖	0	䩖
䩗	3	朔&霸	3	朔&霸
䩘	3	䩚&鞮	1	鞮
䩙	2	鞙&䩙	2	鞙&䩙
䩚	2	䩚&靪&鞮	3	靪&鞮
䩛	2	轡&䩛	2	轡&䩛
䩜	3	冑&胄	1	冑
䩝	1	鞄	1	鞄
䩞	0	䩞	0	䩞
䩟	0	䩟	0	䩟
䩠	2	綎&鞓&䩠	1	鞓
䩡	2	鞈&䩡	2	鞈&䩡
䩢	2	靼&䩢	2	靼&䩢
䩣	0	䩣	0	䩣
䩤	0	䩤	0	䩤
䩥	0	䩥	0	䩥
䩦	1	鞗	1	鞗
䩧	0	䩧	0	䩧
䩨	1	韔	1	韔
䩩	3	䡝&𩌑	3	䡝&𩌑
䩪	0	䩪	0	䩪
䩫	1	緉	1	緉
䩬	2	琫&䩬	2	琫&䩬
䩭	1	羈	1	羈
䩮	2	䩮&簶	1	簶
䩯	0	䩯	0	䩯
䩰	2	鞙&䩰	1	鞙
䩱	0	䩱	0	䩱
䩲	0	䩲	0	䩲
䩳	0	䩳	0	䩳
䩴	0	䩴	0	䩴
䩵	2	韗&䩵	0	䩵
䩶	0	䩶	0	䩶
䩷	3	幫&鞤	1	幫
䩸	0	䩸	0	䩸
䩹	0	䩹	0	䩹
䩺	0	䩺	0	䩺
䩻	0	䩻	0	䩻
䩼	0	䩼	0	䩼
䩽	0	䩽	0	䩽
䩾	0	䩾	0	䩾
䩿	1	鼖	1	鼖
䪀	1	䩪	3	
䪁	0	䪁	0	䪁
䪂	0	䪂	0	䪂
䪃	2	鞹&䪃	2	鞹&䪃
䪄	1	煌	1	煌
䪅	1	韣	1	韣
䪆	0	䪆	0	䪆
䪇	1	𩍿	1	𩍿
䪈	0	䪈	0	䪈
䪉	0	䪉	0	䪉
䪊	0	䪊	0	䪊
䪋	0	䪋	0	䪋
䪌	0	䪌	0	䪌
䪍	1	籣	1	籣
䪎	0	䪎	0	䪎
䪏	0	䪏	0	䪏
䪐	0	䪐	0	䪐
䪑	0	䪑	0	䪑
䪒	0	䪒	0	䪒
䪓	2	䪓&韘	0	䪓
䪔	2	䪔&䪙&𩏵	3	䪙&𩏵
䪕	2	鞠&䪕	2	鞠&䪕
䪖	1	䪙	1	䪙
䪗	2	䪗&𩏇	0	䪗
䪘	2	䪘&韙	1	韙
䪙	2	𩌏&䪙	0	䪙
䪚	2	𩌇&䪚	2	𩌇&䪚
䪛	0	䪛	0	䪛
䪜	2	䪜&襜&韂	3	襜&韂
䪝	1	韄	1	韄
䪞	2	䨿&䪞	2	䨿&䪞
䪠	3	䪡&齏	1	齏
䪡	2	䪡&齏	1	齏
䪢	2	䪢&齏	1	齏
䪣	1	齏	1	齏
䪤	0	䪤	0	䪤
䪥	1	薤	1	薤
䪦	0	䪦	0	䪦
䪧	0	䪧	0	䪧
䪨	0	䪨	0	䪨
䪩	1	吟	1	吟
䪫	0	䪫	0	䪫
䪬	0	䪬	0	䪬
䪭	0	䪭	0	䪭
䪮	0	䪮	0	䪮
䪯	0	䪯	0	䪯
䪰	2	噫&䪰	1	噫
䪱	2	孩&胲&頦&䪱	2	孩&胲&頦&䪱
䪲	1	髡	3	
䪳	0	䪳	0	䪳
䪴	0	䪴	0	䪴
䪵	0	䪵	0	䪵
䪶	0	䪶	0	䪶
䪷	0	䪷	0	䪷
䪸	2	䪸&䫒	2	䪸&䫒
䪹	2	䪹&𩑢	1	𩑢
䪺	1	頓	1	頓
䪻	0	䪻	0	䪻
䪼	0	䪼	0	䪼
䪽	0	䪽	0	䪽
䪾	0	䪾	0	䪾
䪿	1	囟	1	囟
䫀	0	䫀	0	䫀
䫁	2	頭&𦤫&䫁	0	䫁
䫂	0	䫂	0	䫂
䫃	2	脣&䫃	2	脣&䫃
